cluster_label,mean_sequence_identity,min_sequence_identity,max_sequence_identity,standard_deviation,n_alignments
32,0.6752693865442814,0.5601851851851852,0.960352422907489,0.09463846564469773,45
33,0.4678521757869311,0.38095238095238093,0.95,0.07918763840226915,66
34,0.5108038660130823,0.4157303370786517,0.8625954198473282,0.10083255614282598,28
35,0.47489348853194435,0.3942307692307692,0.7326732673267327,0.059417239035417124,45
36,1.0,1.0,1.0,0.0,1
37,0.8261370521708867,0.7012987012987013,0.9868421052631579,0.06827852604823467,28
38,0.7354336638850685,0.42196531791907516,0.936046511627907,0.1438184580122745,78
39,0.8753392036329402,0.7861771058315334,0.9762419006479481,0.056917037303683374,78
40,0.5648600308577268,0.45751633986928103,0.8496732026143791,0.11089948895485024,21
41,0.5056372647484765,0.3695652173913043,0.8804347826086957,0.09883777466909617,28
42,0.5372835769510533,0.3769633507853403,0.8851540616246498,0.11859979840801273,28
43,0.5465996319005372,0.3923076923076923,0.7131782945736435,0.13793280373033429,6
44,0.6763462091546648,0.6403508771929824,0.7666666666666667,0.04087539426904633,10
45,0.5932468515833376,0.487012987012987,0.7655601659751037,0.09679949613320064,15
46,0.6163197242274999,0.49034749034749037,0.8812260536398467,0.09120067308603216,28
47,0.5114862637235397,0.36619718309859156,0.9852941176470589,0.15080414847674956,66
48,0.9404962338005759,0.9072398190045249,0.9932126696832579,0.015798917119837136,36
49,0.6707960612994938,0.5545454545454546,0.868421052631579,0.08796360530712213,36
50,0.6092278268240204,0.4476744186046512,0.9885057471264368,0.1206506178790421,66
51,0.4948200619354257,0.36,0.8737864077669902,0.11644876329437628,15
52,0.8741071428571431,0.825,0.975,0.03833975656034578,28
53,0.591799709724238,0.4519230769230769,0.7924528301886793,0.12066422266108527,10
54,0.5362697917331183,0.4106280193236715,0.8676470588235294,0.1314602788503335,28
55,0.6311337185055448,0.5531135531135531,0.8534798534798534,0.09813966787043583,28
56,0.8538576080956729,0.7824074074074074,0.9672897196261683,0.05322143183198968,45
57,0.5876267954940977,0.37770897832817335,0.8660287081339713,0.14219880600106047,66
58,0.754345316376673,0.654320987654321,0.9197530864197531,0.04991581449571818,66
59,0.7972031438553365,0.7087227414330218,0.9143302180685359,0.08096133755028012,28
60,0.6253017999947466,0.506578947368421,0.9769736842105263,0.12473198267138338,36
61,0.5844460394633487,0.504,0.776,0.050593856151207955,78
62,0.6358930862919434,0.5642633228840125,0.8307210031347962,0.08288011485754741,10
63,0.7226617031177293,0.5732899022801303,0.9641693811074918,0.10197689696578514,21
64,0.9835858585858586,0.9772727272727273,0.9886363636363636,0.004187657563580047,6
65,0.6644216399002311,0.5813953488372093,0.9338235294117647,0.06747139708178254,28
66,0.6177777777777779,0.5066666666666667,0.8133333333333334,0.13870654697179766,3
67,0.7525594021104641,0.6548672566371682,0.9642857142857143,0.07820924948955837,55
68,0.8982926381494399,0.8329355608591885,0.9832935560859188,0.028265488627230613,78
69,0.6162323892901949,0.3917525773195876,0.8877551020408163,0.12275050866980515,45
70,0.7953252890593575,0.7413194444444444,0.9616724738675958,0.05105443636114191,45
71,0.7390527782286426,0.6578947368421053,0.8256578947368421,0.0509119520005659,15
72,0.9147996785462841,0.8531073446327684,0.9777777777777777,0.03715897580465532,21
73,0.5419233893324094,0.37910447761194027,1.0,0.16924947189304973,28
74,1.0,1.0,1.0,0.0,1
75,0.6211618419999371,0.47368421052631576,0.9605263157894737,0.1255447111169915,45
76,0.980225988700565,0.9745762711864406,0.9915254237288136,0.006316576207626557,6
77,1.0,1.0,1.0,0.0,1
78,0.5240815900270113,0.36382536382536385,0.8191214470284238,0.11674410180279818,45
79,0.9307875894988067,0.9307875894988067,0.9307875894988067,0.0,1
80,0.7566978924944584,0.48484848484848486,0.9720930232558139,0.1563740897024471,36
81,0.8961415259172977,0.8725490196078431,0.9852941176470589,0.03272427968272087,10
82,0.6273924029521007,0.474964234620887,0.8209169054441261,0.14688712837471218,28
83,0.9118447451221773,0.8892128279883382,0.9475218658892128,0.01412279251784177,21
84,0.8538773148148149,0.8159722222222222,0.9166666666666666,0.03253246579655748,6
85,0.6557049332905489,0.4731182795698925,0.9858657243816255,0.14840064027047425,45
86,0.7031665608888191,0.4782608695652174,0.9714285714285714,0.13129104272160258,78
87,0.7444079420687608,0.6172839506172839,0.9670781893004116,0.08767940026154913,55
88,0.6997483332551341,0.6130268199233716,0.8396946564885496,0.04852124913598913,28
89,0.5603495049516873,0.4549763033175355,0.954954954954955,0.11975899231034137,45
90,0.46583153797188803,0.39574468085106385,0.5956521739130435,0.04774444041450108,66
91,0.7576058201058201,0.626984126984127,0.9642857142857143,0.09986279727848257,36
92,0.5867800725585566,0.4292565947242206,0.7289156626506024,0.08867721087287841,6
93,0.9064449064449065,0.841995841995842,0.9688149688149689,0.028573797002738426,78
94,0.7638733187570397,0.6744186046511628,0.9069767441860465,0.053025877901664284,45
95,0.4806258396210979,0.3723404255319149,0.900709219858156,0.11668670378460641,66
96,0.8808917591864093,0.75,0.9919354838709677,0.09626224167464818,36
97,0.5944431516683196,0.4421768707482993,0.9795918367346939,0.10901443080322343,78
98,0.7668795082875527,0.5454545454545454,0.9715762273901809,0.12073562000737353,78
99,0.5740073163759756,0.3908355795148248,0.971830985915493,0.1804991079188659,36
100,0.8978521667640251,0.8508064516129032,0.9818548387096774,0.03344819860278331,36
101,0.4682976179645747,0.4329896907216495,0.5149572649572649,0.02709176552002712,15
102,0.9256493506493507,0.8727272727272727,0.990909090909091,0.02992905675320567,28
103,0.5530144288156491,0.4806973848069738,0.7764705882352941,0.0654956721848601,66
104,0.8597560975609756,0.7804878048780488,0.975609756097561,0.08293579578497219,10
105,0.6734761208895869,0.5586206896551724,0.8431372549019608,0.09142496042037805,15
106,0.4404839764551995,0.3669064748201439,0.5113636363636364,0.059005235037732515,3
107,0.5042906660020451,0.4282115869017632,0.7774193548387097,0.06041770544994534,45
108,0.8080847723704867,0.5384615384615384,0.967032967032967,0.14508830496396768,28
109,0.7672275011742533,0.6954022988505747,0.9770114942528736,0.04722982735034649,78
110,0.532829610759858,0.3493975903614458,0.9923664122137404,0.16467904918125317,55
111,0.6581348030051203,0.5307692307692308,0.8342857142857143,0.06306301866488193,78
112,0.6415976509332134,0.5,0.8789237668161435,0.08864820209957554,78
113,0.9046645153788011,0.8622448979591837,0.9846153846153847,0.02191203593267717,36
114,0.5346519279689327,0.40930232558139534,0.9234042553191489,0.12031981521148276,78
115,0.821053201429356,0.7599067599067599,0.9836829836829837,0.05166055544258356,78
116,0.5655853221784447,0.46564885496183206,0.9402985074626866,0.06785899431098602,66
117,0.43290043290043295,0.375,0.46875,0.03209990963422078,6
118,0.7580409755597778,0.6410256410256411,0.9006211180124224,0.058846042789914406,66
119,0.6363974778285987,0.4153846153846154,0.9722222222222222,0.14270961821439634,66
120,0.62914806186501,0.4270833333333333,0.8811881188118812,0.16962406354253157,15
121,0.803136840118407,0.7402597402597403,0.9225806451612903,0.04391434782488391,28
122,0.6895330559700714,0.5098039215686274,0.9288389513108615,0.16542861447721224,21
123,0.8718860615775063,0.7608695652173914,0.946236559139785,0.05273533196023578,21
124,0.4976742879632279,0.4228187919463087,0.7066666666666667,0.0751671673352679,28
125,0.6787137983776041,0.5602836879432624,0.958904109589041,0.1337888666833742,28
126,0.5907778976884668,0.48484848484848486,0.7948717948717948,0.07089967837884197,36
127,0.5975603033514993,0.47282608695652173,0.8531073446327684,0.08239230042509134,66
128,0.8292642940849477,0.7804878048780488,0.9407665505226481,0.030564063044946264,66
129,0.9480122324159022,0.9480122324159022,0.9480122324159022,0.0,1
130,0.8152692307692307,0.7083333333333334,0.92,0.06778430641323796,10
131,0.7561783030774003,0.6450617283950617,0.9761194029850746,0.091057466919365,36
132,0.7372302295432013,0.5412186379928315,0.9713261648745519,0.15009148713483683,15
133,0.7463540944850245,0.6560509554140127,0.9746835443037974,0.09556968092907908,78
134,0.6098589339233315,0.5326460481099656,0.9178082191780822,0.10050027287607351,15
135,0.4957492897219731,0.4083969465648855,1.0,0.10250264823519321,55
136,0.7365591397849461,0.6405529953917051,0.880184331797235,0.0870474533696031,6
137,0.9192095783004873,0.8606060606060606,1.0,0.03179836321993182,55
138,0.6546809276369839,0.56875,0.7905138339920948,0.046291101778743016,55
139,0.9128654970760235,0.887719298245614,0.9754385964912281,0.021815295476332076,15
140,0.6443500793317595,0.5279187817258884,0.8316326530612245,0.12743222722347924,10
141,0.5835164835164834,0.41754385964912283,0.9195804195804196,0.18735802073577032,21
142,0.8405475663648241,0.6907730673316709,0.9354838709677419,0.06545230966813728,66
143,0.8166666666666668,0.7625,0.8708333333333333,0.044226898133585185,3
144,0.8330218068535826,0.6635514018691588,0.9714285714285714,0.10519584994575942,10
145,0.8731182795698924,0.7849462365591398,0.989247311827957,0.05786504966483317,15
146,0.8165837479270314,0.6567164179104478,0.9850746268656716,0.12245770061782622,45
147,0.818177179120249,0.6199095022624435,0.9861431870669746,0.10060211574406809,55
148,0.7545025576677319,0.6444444444444445,0.9876237623762376,0.05701612545313369,78
149,0.7171262091584902,0.5947368421052631,0.9682539682539683,0.08737092472644625,45
150,0.7426819387365691,0.6339113680154143,0.9603024574669187,0.09457947979571754,66
151,0.8791992321404086,0.7433155080213903,0.9786096256684492,0.058620218170014685,78
152,0.67600773496472,0.555,0.946078431372549,0.11840945580183138,36
153,0.7824884120171673,0.6935483870967742,0.932,0.08987343096179273,10
154,1.0,1.0,1.0,0.0,1
155,0.6428260308016899,0.5533980582524272,0.933649289099526,0.10773509805609703,28
156,0.5922865013774105,0.5922865013774105,0.5922865013774105,0.0,1
157,0.6217220299296213,0.5471264367816092,0.9797752808988764,0.06381827959810826,78
158,0.6557278620912176,0.5675675675675675,0.9440559440559441,0.07071448004138177,55
159,0.5584962406015037,0.4714285714285714,0.7714285714285715,0.08372479788984181,10
160,0.6716652128229379,0.5546218487394958,0.9664804469273743,0.1108621466390466,78
161,0.9040816326530613,0.8741496598639455,0.9523809523809523,0.020453464460371308,15
162,0.5714604675597583,0.44680851063829785,0.8404255319148937,0.1141310265747749,15
163,0.8281152219099102,0.6886792452830188,0.956989247311828,0.07714727188690564,45
164,0.5273056173454973,0.3867924528301887,0.712742980561555,0.11080428954926964,28
165,0.5779576424567853,0.4634146341463415,0.7934782608695652,0.08075611667375918,78
166,0.457643612688028,0.36683417085427134,0.9359605911330049,0.1137294564544635,55
167,0.9320388349514563,0.9320388349514563,0.9320388349514563,0.0,1
168,0.6249530238764229,0.4617169373549884,0.9433106575963719,0.17549269737768475,66
169,0.7392805607091322,0.46938775510204084,0.9387755102040817,0.20945618986337214,10
170,0.7366269740211128,0.5688073394495413,0.9770642201834863,0.11472124895056207,55
171,0.774360019242134,0.6861538461538461,0.9661538461538461,0.05658047145124191,78
172,0.7472222222222221,0.4722222222222222,0.9861111111111112,0.18944973925477884,15
173,0.7260730797518221,0.48,0.96,0.16468698284478858,45
174,0.6966319686194045,0.5656565656565656,0.9595959595959596,0.11953757424134616,78
175,0.6451038575667656,0.5400593471810089,0.8219584569732937,0.10811290803620102,10
176,0.6406620541765309,0.4785992217898833,0.9516129032258065,0.11004574637417723,36
177,0.9344496773068203,0.8461538461538461,1.0,0.040576840438086174,21
178,0.6952462020789455,0.579185520361991,0.9884169884169884,0.07828826645048277,78
179,0.588084612664428,0.5233918128654971,0.6911544227886057,0.07366894195512494,3
180,0.6032342529591049,0.4147465437788018,0.9625,0.10925667477750174,66
181,0.6370431704918607,0.422680412371134,0.8389830508474576,0.12025631465893194,10
182,1.0,1.0,1.0,0.0,1
183,0.5565777886046643,0.358974358974359,0.8205128205128205,0.11402282565149606,55
184,0.5478547854785478,0.5478547854785478,0.5478547854785478,0.0,1
185,0.7737150905064353,0.5458333333333333,0.9959514170040485,0.1060724144352328,78
186,0.6479221161051871,0.4739583333333333,0.9865470852017937,0.139815947309604,45
187,0.6705748238969147,0.4050632911392405,0.9487179487179487,0.17447929920453736,36
188,0.8624196673149492,0.7818791946308725,0.9882747068676717,0.08098921691432397,15
189,0.7936465021966881,0.7211895910780669,0.9776951672862454,0.05376331102239011,55
190,0.7787995186785749,0.7172131147540983,0.9392712550607287,0.052870407713410596,36
191,0.6237725352034913,0.527363184079602,0.9323671497584541,0.10063185962421824,21
192,0.6651117638980877,0.41015625,0.9520295202952029,0.15339273918616095,78
193,0.7356985097810786,0.5740740740740741,0.9814814814814815,0.10991593352562667,28
194,0.5161000579486188,0.41358024691358025,0.7724550898203593,0.10550876537103573,10
195,1.0,1.0,1.0,0.0,1
196,0.8927777777777779,0.8083333333333333,0.9916666666666667,0.047388595804746934,45
197,0.76281737281828,0.6025641025641025,0.9937106918238994,0.10173743754535236,78
198,0.9083044982698962,0.9083044982698962,0.9083044982698962,0.0,1
199,0.675779598379235,0.5714285714285714,0.9719626168224299,0.08162797644652575,36
200,0.7500251631301874,0.5860215053763441,0.9852941176470589,0.09888268330758425,78
201,0.74254232893005,0.660377358490566,0.8864864864864865,0.09369315650537768,10
202,0.9418148610977601,0.900990099009901,0.970873786407767,0.021170805722968672,10
203,0.6611998596839078,0.43870967741935485,0.9808917197452229,0.15815021127079185,55
204,0.7853515507849824,0.7222222222222222,0.9111111111111111,0.06498991547650376,10
205,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.0,1
206,0.8297755883962779,0.6666666666666666,0.9770114942528736,0.0878689656202757,21
207,0.9116575591985429,0.7622950819672131,0.9836065573770492,0.07090969639279318,36
208,0.5171946740040649,0.4296577946768061,0.9829545454545454,0.07395619236184639,78
209,0.7156018061180927,0.5896328293736501,0.869098712446352,0.0896512449696536,55
210,0.7257482131960029,0.46411483253588515,0.9880382775119617,0.13316337380977392,55
211,0.47471217662196935,0.40186915887850466,0.5700934579439252,0.07050216872722506,3
212,1.0,1.0,1.0,0.0,1
213,0.7013067688031958,0.5211267605633803,0.9507042253521126,0.09693816669304865,78
214,0.7241198668146503,0.4830188679245283,0.8752941176470588,0.16446180374657351,15
215,0.7514968079118676,0.67601246105919,0.9781931464174455,0.06369152313093077,55
216,0.5775585007049744,0.37662337662337664,0.9861111111111112,0.18810438367975832,21
217,0.6620689655172415,0.5689655172413793,0.7931034482758621,0.07154191411308246,10
218,0.6458231826440823,0.5135135135135135,0.9411764705882353,0.12237911257547494,55
219,0.5361782166578498,0.4953271028037383,0.5943396226415094,0.042234302262213134,3
220,0.5403476654202687,0.3711340206185567,0.8071065989847716,0.12312717459336214,21
221,0.8165680473372781,0.8165680473372781,0.8165680473372781,0.0,1
222,0.6768863665194029,0.5823529411764706,0.94140625,0.08705096914661124,78
223,0.8623000906875015,0.7986725663716814,0.9490022172949002,0.045291152027786226,15
224,0.6018261025324129,0.453125,0.9489795918367347,0.10748267622635771,66
225,0.942781917536016,0.8916666666666667,0.9836065573770492,0.025186209999767926,55
226,0.7230342590447726,0.5431472081218274,0.9848484848484849,0.1180226147113312,55
227,0.49294877496122125,0.3960880195599022,0.9390519187358917,0.1050274796086727,66
228,0.9096606111815237,0.8491761723700887,0.9784537389100126,0.03420437416945178,36
229,0.8407706474004818,0.6906077348066298,0.9834254143646409,0.08229835093767512,78
230,0.576702955215445,0.4623955431754875,0.7559055118110236,0.13018657269946676,15
231,0.5283763502935822,0.3865979381443299,0.7668393782383419,0.14836786374389976,15
232,1.0,1.0,1.0,0.0,1
233,0.6887774648088493,0.5389830508474577,0.959866220735786,0.13493942487819077,78
234,0.8533871660138422,0.788235294117647,0.9707602339181286,0.04186698116195763,55
235,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.0,1
236,0.6581957302307105,0.48466257668711654,0.9545454545454546,0.11103067181604853,66
237,0.6201234656057849,0.4716981132075472,0.8991935483870968,0.1451698994401507,10
238,0.8265597255244228,0.7376681614349776,0.9843400447427293,0.059502042936802876,45
239,0.803113553113553,0.7,0.9857142857142858,0.08028101598422326,78
240,0.9487179487179488,0.9230769230769231,0.9769230769230769,0.016537964611894447,15
241,0.7527725820834473,0.6848739495798319,0.9475982532751092,0.039528265896486926,78
242,0.7867665985313045,0.7376788553259142,0.8966613672496025,0.0525948421107649,6
243,0.6226735694064061,0.525,0.885593220338983,0.08038677778104102,55
244,0.7440269769338286,0.6860986547085202,0.9147982062780269,0.04605331163909203,45
245,0.834083112085046,0.7480106100795756,0.9814323607427056,0.06086733620522311,28
246,0.8753557199772338,0.8047808764940239,0.9681274900398407,0.04361538909884394,28
247,0.7246409657257548,0.5302593659942363,0.94,0.1468918322012369,36
248,0.47203898453390114,0.3490566037735849,0.9292035398230089,0.12262331158955996,55
249,0.6566037735849057,0.45660377358490567,0.9660377358490566,0.09952099313509383,78
250,0.8545174726981696,0.7901907356948229,0.989159891598916,0.0434137073762399,66
251,0.8001753425750046,0.7658986175115208,0.9091743119266055,0.03447421329867022,15
252,0.9411214953271027,0.9018691588785047,0.9742990654205608,0.025922297897463822,15
253,0.57112001779911,0.4028776978417266,0.9404761904761905,0.1346934065627497,78
254,0.7705811138014528,0.5932203389830508,0.9830508474576272,0.13832613181801265,28
255,1.0,1.0,1.0,0.0,1
256,0.5782428796539967,0.4719387755102041,0.7045454545454546,0.055826330205159064,36
257,0.6719793114891037,0.48292682926829267,0.9795918367346939,0.2114087759569737,15
258,0.8334078045874294,0.7667560321715817,0.9249329758713136,0.03965529598474506,36
259,0.5621857262479013,0.4778761061946903,0.8938053097345132,0.084767813160636,21
260,0.659575209833755,0.5202702702702703,0.9671052631578947,0.11593468421639776,55
261,0.9500851372073116,0.9112903225806451,0.9921259842519685,0.023926893629525672,45
262,1.0,1.0,1.0,0.0,1
263,0.7410994370996699,0.5357142857142857,0.9823008849557522,0.13294630327949222,78
264,0.6026230258565589,0.4161676646706587,0.9636363636363636,0.15144500265105576,15
265,0.7470434199816306,0.6073059360730594,0.9405034324942791,0.11640162654980737,45
266,0.8357555612827589,0.7690677966101694,0.968421052631579,0.04176678063825203,78
267,0.8727011494252872,0.7787356321839081,0.9827586206896551,0.07925045631581579,10
268,0.38919485969053236,0.3780487804878049,0.4024390243902439,0.010067189990909654,3
269,0.7583493928244068,0.6813186813186813,0.978021978021978,0.05266200519255581,78
270,0.722991571959254,0.4366576819407008,0.9949109414758269,0.18409796987724697,36
271,0.7513637493503266,0.6531986531986532,0.9427609427609428,0.09528176448757561,15
272,0.5670288045288046,0.42142857142857143,0.8472222222222222,0.14298290592898427,10
273,0.5312553659701493,0.4150197628458498,0.8097982708933718,0.12233195556031487,15
274,0.6663790861236814,0.5264516129032258,0.9586028460543338,0.09408654080167458,78
275,0.7141868667216015,0.6377952755905512,0.875968992248062,0.0704753602618356,15
276,0.8743589743589744,0.8,0.9615384615384616,0.04576043153224293,36
277,0.892191142191142,0.7626262626262627,0.98989898989899,0.04501955174788563,78
278,0.8355038786278174,0.750733137829912,0.9619883040935673,0.060545424311393294,15
279,0.9221945843828715,0.8690176322418136,0.9748110831234257,0.03813845653222654,10
280,0.6095797984219067,0.46703296703296704,0.96875,0.14782012193261895,15
281,0.9129685009945683,0.8525179856115108,0.9861111111111112,0.03631285656836562,78
282,0.8675921405192922,0.7964071856287425,0.9701492537313433,0.042191496830403845,45
283,0.6314650884880588,0.5680473372781065,0.7386666666666667,0.05416167431028212,15
284,0.5247727615707551,0.39598997493734334,0.9168765743073047,0.12919853374846157,78
285,0.9585129310344825,0.9353448275862069,0.9827586206896551,0.011427713358388663,28
286,0.7331590351778347,0.6153846153846154,0.8717948717948718,0.07670241296016189,66
287,0.7288135593220338,0.7288135593220338,0.7288135593220338,0.0,1
288,0.7794093586387434,0.743455497382199,0.806282722513089,0.02584024459185171,6
289,0.49707602339181284,0.49707602339181284,0.49707602339181284,0.0,1
290,0.8078547024214613,0.6716417910447762,0.9264705882352942,0.0855597076735589,21
291,0.6853265479219678,0.549618320610687,0.9796437659033079,0.15616353753007609,6
292,0.7189680801126583,0.5843373493975904,0.8975903614457831,0.0859205642837224,28
293,0.6136438803583608,0.5441176470588235,0.8137254901960784,0.07213245795917968,28
294,0.722994199007095,0.5882352941176471,0.9369747899159664,0.1104975108261559,21
295,0.9090395480225987,0.8220338983050848,0.9661016949152542,0.0467733831317948,15
296,0.46664564095607414,0.3788300835654596,0.7884615384615384,0.10626019595281945,36
297,0.6363515090337339,0.4980392156862745,0.9798387096774194,0.14242941517962648,28
298,0.5173172554580266,0.42441860465116277,0.9302325581395349,0.12728454218427998,15
299,0.8560233282216102,0.7397590361445783,0.9592326139088729,0.06508920575904739,45
300,0.8186830898695305,0.6396396396396397,0.9915254237288136,0.10041234450176141,36
301,0.6899358150328453,0.5527065527065527,0.9598853868194842,0.10764904200572226,21
302,0.5852467461775483,0.5217391304347826,0.6811594202898551,0.05205388229077216,15
303,0.863063063063063,0.8162162162162162,0.9297297297297298,0.04841451835151138,3
304,0.6239919491744513,0.4520547945205479,0.8805309734513275,0.129370270626466,21
305,0.6890614146122068,0.6139705882352942,0.9485294117647058,0.08794875361989556,45
306,0.6991715087470024,0.5320754716981132,0.9771863117870723,0.12653918181977153,15
307,0.8069148183844537,0.7638623326959847,0.8967495219885278,0.03856581913293532,15
308,0.45116282275741326,0.3633217993079585,0.6608996539792388,0.1016623638585269,10
309,0.5943584361060089,0.4774774774774775,0.8543689320388349,0.10826263470424484,10
310,0.8859246626336821,0.8333333333333334,0.9690949227373068,0.040807273580054,45
311,0.8941818181818182,0.8072727272727273,0.9672727272727273,0.06997425736808414,10
312,0.7090259634899219,0.5310344827586206,0.9862068965517241,0.12324803218683042,28
313,0.9215686274509806,0.8941176470588236,0.9764705882352941,0.03087846225102668,6
314,0.6037788502577235,0.3591549295774648,0.8450704225352113,0.23704959869701012,6
315,0.6392542445733934,0.4727272727272727,0.7636363636363637,0.09165657775491912,6
316,0.5220010855264109,0.358974358974359,0.8842592592592593,0.10250472720415216,78
317,0.677448941384799,0.5028571428571429,0.9766081871345029,0.09977936692345384,45
318,0.43876603052200186,0.34065934065934067,0.7956989247311828,0.09099762367395295,66
319,0.46711789711789714,0.40540540540540543,0.5254237288135594,0.03685131562079296,10
320,0.8596232672319627,0.7681159420289855,0.9806763285024155,0.053878190061946704,66
321,0.5366173575010509,0.3673469387755102,0.912621359223301,0.14843719860684834,21
322,0.8658223738377645,0.7619047619047619,0.9868421052631579,0.08776230889334495,21
323,0.8508220479182367,0.6036036036036037,0.9827586206896551,0.11294252546599759,55
324,0.754933663638866,0.6685714285714286,0.9017341040462428,0.07605674460152222,15
325,0.44473072105922345,0.3950617283950617,0.46956521739130436,0.035121281527533674,3
326,0.48951073215443897,0.3779527559055118,0.9518072289156626,0.09356543257184322,66
327,0.9079973349507595,0.8633879781420765,0.980072463768116,0.03535502075718988,21
328,0.8534591194968553,0.7421383647798742,0.9937106918238994,0.07895774929547078,10
329,0.6810262468096848,0.5596330275229358,0.868421052631579,0.10275445970853044,10
330,0.7594341085180044,0.5714285714285714,0.9743589743589743,0.1846635474674772,6
331,0.6838321374131776,0.6257668711656442,0.9664634146341463,0.07239645841537351,21
332,0.5956226951212139,0.45,0.6928571428571428,0.10452018341885402,10
333,0.7646532816125773,0.6654545454545454,0.9583333333333334,0.06579100865438967,36
334,0.461518809758607,0.35714285714285715,0.9361702127659575,0.09855685796217645,66
335,0.7415175956634734,0.5183673469387755,0.983739837398374,0.13087963998003724,78
336,0.5374146291513238,0.36363636363636365,0.8095238095238095,0.1505345548115131,21
337,0.7747241578457565,0.6681818181818182,0.9976580796252927,0.0788623613703683,21
338,0.544031647746818,0.538235294117647,0.55,0.0048044606890932885,3
339,0.8142430958063416,0.7404761904761905,0.9665871121718377,0.05747901598524506,10
340,0.8745185432561803,0.8463855421686747,0.9126506024096386,0.020248163254136864,10
341,0.6740507449778947,0.49377593360995853,0.896414342629482,0.14651457082937064,10
342,0.6988518080286831,0.5684210526315789,0.9789473684210527,0.08314118282445662,78
343,0.6097002566322713,0.4681818181818182,0.9078947368421053,0.11120521996288228,28
344,0.6425783433361392,0.5103092783505154,0.989247311827957,0.09549776792497218,55
345,0.4870097114499556,0.39572192513368987,0.9072164948453608,0.13120446648747133,15
346,0.6588753025732258,0.5102040816326531,0.868020304568528,0.10328412203794482,21
347,0.645377673180549,0.4828897338403042,0.9429657794676806,0.13673418313193111,36
348,0.8651685393258427,0.8651685393258427,0.8651685393258427,0.0,1
349,0.6092389054463216,0.5103734439834025,0.8619246861924686,0.08270473778085913,55
350,0.7207942137382759,0.5871559633027523,0.9017857142857143,0.09650705611160805,36
351,0.8434832178092327,0.7392241379310345,0.9676724137931034,0.0635435074057488,78
352,0.47695940512988355,0.3837837837837838,0.8810810810810811,0.12032108673033443,15
353,0.7659838274932615,0.6476190476190476,0.9716981132075472,0.12524056490149402,10
354,0.7489837398373984,0.7,0.8362369337979094,0.06185218331810532,3
355,0.8317804279659533,0.7602339181286549,0.9883720930232558,0.055234130506031695,36
356,0.7348271119758095,0.6037735849056604,0.9705882352941176,0.07067797354059031,55
357,0.5440272346907392,0.4387755102040816,0.7906976744186046,0.11109308101778662,28
358,0.6754164318613197,0.5525291828793775,0.8390804597701149,0.07238670681284425,66
359,0.7058179328362947,0.589041095890411,0.9183673469387755,0.0816638014103824,55
360,0.8506339995701697,0.7943262411347518,0.9858156028368794,0.045056377154966375,66
